player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Chourio,6,1,2,1,0,0,0,.182,.182,.273
C. Yelich,3,0,1,1,0,1,1,.143,.333,.143
I. Collins,2,0,1,0,0,0,1,.500,.500,.750
W. Contreras,4,0,1,0,0,0,2,.125,.125,.125
E. Haase,2,1,1,0,0,0,0,.500,.500,.500
R. Hoskins,4,0,1,1,0,0,1,.167,.375,.167
J. Bauers,1,0,1,1,0,0,0,1.000,1.000,2.000
S. Frelick,3,1,1,0,0,1,0,.429,.556,.429
J. Ortiz,5,0,0,0,0,0,1,.222,.222,.222
G. Mitchell,4,2,2,0,0,0,1,.333,.429,.333
V. Capra,3,1,1,1,0,0,0,.333,.333,.833
O. Dunn,2,0,0,0,0,0,1,.000,.000,.000
B. Turang,5,3,1,2,1,0,1,.250,.222,.625
