player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,5,1,3,1,0,0,0,.500,.538,.833
L. Thomas,4,0,1,0,0,1,0,.231,.286,.231
K. Manzardo,5,1,2,2,1,0,1,.455,.571,1.273
C. Santana,5,1,1,0,0,0,0,.167,.214,.250
N. Jones,3,0,0,0,0,2,2,.143,.333,.286
B. Naylor,5,0,0,0,0,0,2,.167,.167,.167
G. Arias,3,1,2,2,1,0,1,.375,.333,.875
D. Schneemann,1,2,1,1,1,3,0,.250,.571,1.000
B. Rocchio,4,0,1,0,0,0,0,.200,.273,.200
