player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,4,1,2,3,1,0,1,.274,.306,.541
T. Larnach,4,0,0,0,0,0,1,.223,.311,.331
G. Jax,0,0,0,0,0,0,0,.000,.000,.000
J. Duran,0,0,0,0,0,0,0,.000,.000,.000
R. Jeffers,4,0,0,0,0,0,1,.265,.345,.408
T. France,3,0,2,0,0,1,0,.263,.336,.391
C. Correa,4,0,0,0,0,0,1,.226,.262,.331
B. Lee,4,0,2,0,0,0,0,.254,.312,.380
R. Lewis,2,0,0,0,0,1,0,.000,.143,.000
D. Keirsey Jr.,0,1,0,0,0,0,0,.069,.069,.069
W. Castro,3,1,1,0,0,0,1,.236,.304,.361
K. Clemens,1,1,0,0,0,0,1,.143,.200,.429
H. Bader,1,1,1,2,1,0,0,.287,.368,.457
