player,ip,h,r,er,bb,k,hr,pc_st,era
K. Gausman,6.0,3,2,2,1,4,1,97-67,3.00
Y. Garcia,1.0,0,0,0,0,1,0,14-10,0.00
B. Little,0.2,0,0,0,0,2,0,11-8,0.00
N. Sandlin,1.1,0,0,0,3,2,0,23-9,0.00
