player,ip,h,r,er,bb,k,hr,pc_st,era
M. Parker,6.1,7,0,0,2,5,0,93-64,0.00
J. Ferrer,0.2,0,0,0,0,0,0,6-3,9.00
J. Lopez,1.0,0,0,0,0,0,0,5-4,0.00
B. Lord,0.0,1,1,1,2,0,0,16-7,INF
K. Finnegan,1.0,0,0,0,0,1,0,5-5,0.00
