player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,5,0,1,3,0,0,2,.291,.355,.463
J. Soto,4,1,1,0,0,1,2,.258,.380,.444
P. Alonso,5,1,2,0,0,0,1,.347,.470,.669
B. Nimmo,4,0,1,1,0,1,0,.230,.284,.443
J. Winker,0,0,0,1,0,1,0,.239,.321,.418
M. Vientos,2,0,1,0,0,1,0,.209,.292,.374
S. Marte,0,0,0,0,0,0,0,.167,.281,.315
L. Torrens,3,0,0,0,0,2,1,.235,.297,.382
J. McNeil,4,2,0,0,0,1,0,.269,.333,.462
L. Acuna,4,1,3,0,0,1,0,.313,.371,.388
J. Azocar,3,0,0,0,0,0,1,.313,.313,.313
T. Taylor,1,0,1,0,0,0,0,.230,.272,.345
