player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Rice,1,2,0,0,0,0,1,.292,.403,.600
P. Reyes,2,1,1,0,0,0,0,.125,.222,.125
J.C. Escarra,1,0,0,0,0,0,0,.158,.304,.263
A. Judge,5,1,3,3,0,0,1,.397,.505,.731
A. Wells,3,0,1,1,0,1,2,.190,.269,.414
P. Goldschmidt,4,0,1,1,0,1,1,.367,.414,.468
J. Chisholm Jr.,4,0,1,1,0,1,1,.165,.267,.418
A. Volpe,5,0,1,0,0,0,2,.197,.295,.408
T. Grisham,4,1,2,1,1,1,0,.326,.404,.674
J. Dominguez,3,1,0,0,0,1,1,.230,.329,.361
C. Bellinger,1,0,0,0,0,0,1,.175,.236,.270
O. Cabrera,3,2,0,0,0,2,2,.289,.373,.356
