player,ip,h,r,er,bb,k,hr,pc_st,era
S. Kolek,5.1,4,0,0,2,4,0,84-51,0.00
J. Estrada,0.2,1,0,0,0,2,0,10-7,2.16
A. Morejon,1.0,1,0,0,0,2,0,19-13,1.56
W. Peralta,1.0,0,0,0,0,1,0,9-6,1.35
J. Adam,1.0,2,0,0,0,2,0,21-15,0.95
