player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Carroll,5,1,1,2,1,0,2,.277,.349,.597
K. Marte,3,0,1,0,0,2,1,.271,.392,.529
L. Gurriel Jr.,5,0,1,0,0,0,2,.226,.269,.435
J. Naylor,5,0,0,0,0,0,0,.291,.358,.440
G. Moreno,3,1,1,1,1,1,1,.266,.336,.387
P. Smith,3,0,0,0,0,0,2,.298,.416,.492
R. Grichuk,1,0,0,0,0,0,0,.231,.275,.400
G. Perdomo,4,0,2,0,0,0,0,.307,.405,.494
A. Thomas,2,0,0,0,0,0,2,.272,.319,.384
T. Tawa,2,1,1,0,0,0,1,.247,.327,.459
J. Lawlar,2,0,0,0,0,0,2,.000,.091,.000
E. Suarez,2,0,0,0,0,0,0,.213,.303,.506
