player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,4,0,0,0,0,1,1,.252,.325,.288
K. Stowers,4,0,0,0,0,1,1,.310,.380,.522
E. Wagaman,5,1,1,0,0,0,2,.246,.289,.386
J. Sánchez,5,1,2,0,0,0,1,.214,.313,.304
C. Norby,5,0,1,1,0,0,1,.220,.258,.322
D. Myers,4,1,2,0,0,0,1,.353,.397,.529
G. Pauley,1,0,0,0,0,1,1,.226,.269,.306
A. Ramirez,2,1,1,3,1,0,1,.244,.277,.622
N. Fortes,2,0,1,0,0,0,0,.320,.346,.480
R. Simon,2,0,1,0,0,0,0,.250,.348,.350
J. Sanoja,3,0,1,0,0,0,0,.292,.319,.385
M. Mervis,1,0,0,0,0,0,1,.193,.269,.470
