player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Vargas,4,0,0,0,0,0,3,.148,.258,.204
L. Robert Jr.,4,0,0,0,0,0,3,.163,.250,.245
L. Sosa,4,0,0,0,0,0,1,.213,.229,.319
A. Vaughn,4,0,1,0,0,0,0,.113,.175,.208
N. Maton,0,0,0,0,0,0,0,.161,.297,.355
M. Taylor,4,0,0,0,0,0,2,.194,.242,.323
C. Meidroth,3,1,1,0,0,0,1,.429,.600,.429
B. Baldwin,2,0,1,0,0,1,1,.268,.279,.366
M. Thaiss,3,0,1,1,0,0,1,.240,.412,.320
G. Jones,0,0,0,0,0,0,0,.000,.000,.000
O. Narvaez,0,0,0,0,0,0,0,.333,.286,.333
J. Amaya,2,0,0,0,0,0,1,.114,.135,.143
J. Palacios,1,0,0,0,0,0,1,.000,.200,.000
