player,ip,h,r,er,bb,k,hr,pc_st,era
J. Verlander,2.1,5,3,3,2,2,1,65-44,6.14
R. Rodriguez,1.2,0,0,0,0,2,0,15-10,0.00
L. Trivino,1.0,2,2,2,2,1,1,30-17,6.00
C. Doval,1.0,3,3,0,0,1,0,24-16,0.00
E. Miller,1.0,2,0,0,1,0,0,19-12,0.00
T. Rogers,1.0,1,0,0,0,0,0,9-7,0.00
R. Walker,1.0,1,0,0,0,1,0,20-12,2.25
S. Bivens,2.0,1,1,0,2,1,0,30-19,7.36
