player,ip,h,r,er,bb,k,hr,pc_st,era
J. Wrobleski,5.0,8,8,8,3,4,2,87-58,14.40
B. Casparius,2.0,2,0,0,0,2,0,35-24,0.00
L. Garcia,1.0,1,0,0,0,0,0,14-11,3.24
