player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Turang,4,1,2,0,0,0,1,.333,.366,.485
J. Chourio,5,0,0,0,0,0,2,.292,.288,.611
C. Yelich,4,0,0,0,0,0,0,.143,.262,.321
W. Contreras,4,1,2,2,1,0,1,.222,.328,.426
S. Frelick,3,0,1,0,0,1,1,.321,.406,.393
R. Hoskins,3,0,0,0,0,0,1,.171,.300,.195
J. Bauers,1,0,0,0,0,0,1,.214,.389,.500
G. Mitchell,3,0,0,0,0,0,2,.243,.349,.297
V. Capra,1,0,0,0,0,0,1,.107,.138,.214
J. Ortiz,2,0,0,0,0,1,1,.208,.311,.226
O. Dunn,2,0,1,0,0,1,0,.194,.212,.258
I. Collins,0,0,0,0,0,1,0,.238,.273,.381
