player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,4,2,2,1,1,0,1,.351,.427,.636
L. Arraez,2,0,0,0,0,2,0,.287,.330,.425
M. Machado,4,0,1,1,0,0,0,.304,.368,.494
G. Sheets,4,0,2,0,0,0,1,.340,.390,.528
O. Gonzalez,4,0,0,0,0,0,0,.273,.273,.273
J. Iglesias,4,0,1,0,0,0,2,.318,.362,.409
T. Wade,3,0,1,0,0,0,0,.385,.467,.385
X. Bogaerts,1,0,0,0,0,0,0,.254,.349,.352
E. Diaz,4,0,0,0,0,0,1,.184,.311,.211
C. Joe,2,0,0,0,0,0,1,.000,.000,.000
T. Ornelas,1,0,0,0,0,0,0,.000,.000,.000
Y. Gurriel,1,0,0,0,0,0,0,.111,.200,.148
