player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,0,0,0,0,0,0,.311,.374,.428
J. Ramirez,5,0,2,0,0,0,0,.296,.359,.519
C. Santana,4,0,2,1,0,1,2,.222,.330,.320
G. Arias,2,0,0,0,0,1,1,.255,.313,.393
K. Manzardo,1,0,0,0,0,0,1,.221,.309,.493
W. Brennan,1,0,0,0,0,0,1,.000,.100,.000
J. Noel,2,0,0,0,0,0,2,.150,.179,.250
N. Jones,2,0,1,0,0,0,0,.181,.283,.295
A. Martinez,4,0,1,0,0,0,0,.294,.324,.392
W. Wilson,3,0,1,0,0,1,0,.192,.300,.231
D. Schneemann,4,0,1,0,0,0,0,.265,.339,.500
A. Hedges,2,0,0,0,0,0,1,.143,.265,.357
B. Naylor,1,1,1,0,0,1,0,.190,.295,.400
