player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Malloy,1,0,0,0,0,2,0,.214,.478,.357
R. Greene,1,1,0,0,0,1,1,.351,.368,.703
A. Ibanez,4,0,1,1,0,1,0,.125,.263,.125
S. Torkelson,5,0,1,2,0,0,1,.324,.439,.618
M. Margot,3,1,1,0,0,0,0,.375,.353,.375
C. Keith,0,0,0,0,0,1,0,.174,.457,.261
D. Dingler,4,0,0,0,0,0,2,.316,.350,.579
K. Carpenter,4,0,0,0,0,0,0,.219,.212,.531
J. Baez,4,0,3,1,0,0,0,.333,.333,.444
R. Kreidler,2,0,0,0,0,0,1,.143,.182,.143
T. Sweeney,1,1,0,0,0,1,0,.267,.333,.467
Z. McKinstry,2,1,1,0,0,2,0,.296,.424,.370
