player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Suwinski,2,0,0,0,0,2,1,.120,.267,.160
A. Canario,1,1,0,0,0,1,0,.071,.133,.071
B. Reynolds,3,0,0,0,0,3,2,.196,.281,.373
A. McCutchen,6,0,0,0,0,0,3,.267,.333,.433
J. Bart,5,0,2,1,0,0,1,.282,.378,.436
K. Hayes,4,1,1,0,0,1,1,.239,.314,.370
E. Rodriguez,5,0,1,0,0,0,0,.200,.282,.286
A. Frazier,5,0,0,0,0,0,1,.158,.214,.158
T. Pham,3,0,1,1,0,2,1,.125,.250,.150
T. Cheng,2,0,0,0,0,0,0,.000,.000,.000
E. Valdez,1,0,0,0,0,0,0,.176,.222,.353
I. Kiner-Falefa,2,0,0,0,0,0,0,.300,.391,.325
