player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,4,2,2,0,0,0,1,.265,.333,.402
J. Altuve,4,1,2,3,1,0,0,.282,.316,.409
B. Rodgers,0,0,0,0,0,0,0,.224,.316,.286
Y. Alvarez,3,0,1,1,0,1,0,.217,.319,.359
Z. Dezenzo,0,1,0,0,0,0,0,.273,.314,.333
I. Paredes,3,1,1,0,0,1,0,.248,.347,.390
C. Walker,4,1,1,2,1,0,0,.192,.273,.354
Y. Diaz,4,1,1,0,0,0,1,.172,.200,.299
C. Smith,4,1,1,0,0,0,0,.211,.300,.380
J. Meyers,0,0,0,0,0,0,0,.247,.291,.301
M. Dubon,4,1,1,2,0,0,0,.205,.262,.256
C. McCormick,3,0,0,0,0,0,3,.280,.379,.320
