player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
E. Julien,4,0,1,0,0,0,1,.202,.287,.326
R. Jeffers,0,0,0,0,0,1,0,.256,.356,.385
D. Keirsey Jr.,0,0,0,0,0,0,0,.069,.069,.069
C. Correa,5,0,2,1,0,0,0,.223,.267,.321
B. Buxton,5,0,2,0,0,0,1,.246,.279,.474
T. Larnach,4,0,0,0,0,1,0,.227,.323,.355
T. France,5,0,3,0,0,0,0,.281,.352,.421
M. Gasper,0,1,0,0,0,0,0,.188,.297,.219
B. Lee,5,0,1,0,0,0,1,.260,.339,.420
H. Bader,5,1,3,0,0,0,0,.265,.351,.410
K. Clemens,3,0,0,0,0,0,1,.125,.125,.250
J. Bride,1,0,0,1,0,0,0,.368,.381,.368
C. Vazquez,3,1,1,1,0,1,0,.167,.234,.262
