player,ip,h,r,er,bb,k,hr,pc_st,era
T. Sugano,4.0,4,2,2,2,1,0,73-45,4.50
M. Bowman,1.2,0,0,0,0,1,0,19-13,0.00
C. Perez,0.2,2,1,1,0,0,1,7-5,16.20
B. Baker,1.2,1,0,0,0,4,0,29-21,0.00
