player,ip,h,r,er,bb,k,hr,pc_st,era
Z. Littell,7.1,8,3,3,1,2,3,87-60,4.31
M. Rodriguez,0.2,0,0,0,1,0,0,15-7,2.21
C. Sulser,1.0,0,0,0,0,1,0,12-9,5.40
