player,ip,h,r,er,bb,k,hr,pc_st,era
C. Sanchez,6.0,5,3,3,0,7,1,89-63,3.10
J. Ross,1.0,1,0,0,0,0,0,14-8,4.64
C. Hernandez,1.0,0,0,0,0,1,0,13-10,6.00
T. Banks,1.0,0,0,0,0,1,0,14-9,4.15
