player,ip,h,r,er,bb,k,hr,pc_st,era
C. Sale,5.0,5,1,1,2,4,0,104-68,5.40
E. De Los Santos,1.0,0,0,0,1,0,0,20-13,5.40
D. Lee,1.0,0,0,0,1,1,0,13-9,2.38
J. Chavez,1.0,2,1,1,1,2,0,28-18,6.00
A. Bummer,1.0,0,0,0,0,1,0,9-7,3.38
