player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Grisham,6,1,1,1,1,0,1,.294,.368,.662
A. Judge,3,3,2,1,1,2,0,.412,.507,.728
P. Reyes,1,0,1,1,0,0,0,.214,.267,.214
B. Rice,5,4,3,2,2,0,1,.278,.387,.611
P. Goldschmidt,5,2,2,2,0,0,1,.363,.411,.460
J.C. Escarra,1,0,0,0,0,0,1,.192,.300,.385
C. Bellinger,4,1,2,3,1,2,0,.206,.283,.361
J. Chisholm Jr.,1,0,1,0,0,0,0,.181,.304,.410
O. Peraza,5,1,2,2,0,0,0,.226,.250,.387
A. Volpe,6,0,2,1,0,0,1,.234,.323,.459
A. Wells,6,1,1,1,1,0,2,.211,.267,.467
O. Cabrera,5,2,2,0,0,0,2,.291,.364,.354
