player,ip,h,r,er,bb,k,hr,pc_st,era
A. Pallante,6.0,7,4,4,0,2,1,95-60,3.22
M. Svanson,1.0,1,0,0,0,0,0,20-13,0.00
J. King,1.0,0,0,0,1,0,0,13-7,5.40
