player,ip,h,r,er,bb,k,hr,pc_st,era
L. Gilbert,7.0,2,1,1,0,8,1,83-60,1.29
T. Thornton,1.0,1,1,1,0,1,1,11-8,9.00
A. Munoz,1.0,0,0,0,1,1,0,12-6,0.00
