player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Call,3,1,0,0,0,2,1,.385,.514,.538
J. Wood,4,2,1,0,0,1,1,.269,.367,.615
K. Ruiz,4,2,3,1,0,0,0,.370,.442,.543
N. Lowe,2,0,0,2,0,2,0,.250,.333,.521
J. Bell,4,0,1,2,0,0,0,.182,.321,.364
L. Garcia Jr.,4,0,0,0,0,0,0,.182,.196,.295
A. Rosario,4,0,1,1,0,0,1,.308,.308,.500
P. DeJong,4,0,0,0,0,0,1,.182,.217,.273
J. Young,4,1,1,0,0,0,0,.200,.355,.240
