player,ip,h,r,er,bb,k,hr,pc_st,era
C. Rodon,5.1,4,1,1,2,7,1,89-58,1.69
T. Hill,0.2,1,0,0,0,0,0,19-14,0.00
M. Leiter Jr.,1.0,0,0,0,0,2,0,12-9,0.00
L. Weaver,1.0,0,0,0,1,2,0,19-11,0.00
D. Williams,1.0,2,1,1,1,2,0,36-21,9.00
