player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,4,2,2,2,1,1,1,.279,.333,.512
N. Schanuel,4,1,0,1,0,1,1,.250,.338,.356
Y. Moncada,3,2,1,1,0,2,1,.244,.393,.511
J. Soler,3,0,0,0,0,2,3,.228,.305,.419
K. Jansen,0,0,0,0,0,0,0,.000,.000,.000
T. Ward,5,1,2,4,1,0,1,.190,.232,.405
T. d'Arnaud,5,0,0,0,0,0,3,.185,.228,.259
M. Lugo,4,0,0,0,0,0,2,.222,.222,.778
K. Paris,3,0,0,0,0,0,3,.202,.275,.413
L. Rengifo,1,1,1,0,0,0,0,.214,.254,.286
Tim Anderson,2,1,1,0,0,0,1,.206,.260,.235
L. O'Hoppe,0,0,0,0,0,1,0,.264,.302,.496
J. Adell,0,1,0,0,0,0,0,.194,.230,.370
