player,ip,h,r,er,bb,k,hr,pc_st,era
S. Gray,5.0,3,1,1,0,4,1,71-44,4.50
S. Matz,1.1,0,0,0,0,1,0,16-10,2.16
K. Leahy,1.2,0,0,0,0,3,0,22-14,1.35
J. Romero,0.1,2,2,2,0,0,0,9-6,5.40
P. Maton,0.2,1,0,0,0,1,0,14-8,0.00
