player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,5,1,1,1,1,0,0,.287,.410,.406
J. Rodriguez,4,0,0,0,0,0,0,.209,.306,.388
C. Raleigh,3,0,2,0,0,1,1,.252,.361,.602
R. Arozarena,4,0,2,0,0,0,0,.221,.367,.416
M. Garver,3,0,1,0,0,1,1,.235,.391,.314
D. Solano,3,0,0,0,0,0,0,.140,.154,.160
J. Polanco,1,1,1,0,0,0,0,.395,.434,.816
B. Williamson,4,0,0,0,0,0,1,.254,.290,.356
L. Rivas,3,0,2,0,0,0,0,.382,.512,.412
R. Tellez,1,0,1,1,0,0,0,.206,.271,.429
S. Taylor,2,0,0,0,0,0,0,.125,.125,.125
M. Mastrobuoni,1,0,0,0,0,0,0,.231,.333,.250
