player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
K. Pillar,4,0,0,0,0,0,1,.265,.265,.324
K. Higashioka,3,1,1,0,0,0,1,.264,.291,.396
J. Pederson,1,0,0,0,0,0,0,.100,.203,.171
H. Milner,0,0,0,0,0,0,0,.000,.000,.000
W. Langford,4,0,0,0,0,0,1,.324,.397,.647
J. Heim,4,0,2,1,0,0,0,.261,.301,.464
M. Semien,3,0,1,0,0,1,1,.155,.226,.223
J. Jung,3,0,1,0,0,1,1,.284,.312,.459
A. García,4,0,0,0,0,0,1,.202,.259,.384
J. Burger,3,0,1,0,0,0,0,.180,.211,.326
D. Harris,1,0,0,0,0,0,0,.241,.267,.414
J. Smith,3,0,0,0,0,0,2,.279,.364,.426
