player,ip,h,r,er,bb,k,hr,pc_st,era
R. Blanco,5.0,5,3,3,3,1,1,88-55,6.48
L. VanWey,0.1,3,1,0,0,0,0,14-10,2.70
S. Okert,1.1,0,0,0,0,1,0,19-12,1.00
T. Scott,1.0,0,0,0,1,0,0,13-9,6.75
B. Sousa,0.1,0,0,0,0,0,0,4-2,0.00
