player,ip,h,r,er,bb,k,hr,pc_st,era
M. Boyd,6.0,6,2,2,0,8,1,92-66,2.78
B. Keller,1.0,1,0,0,0,1,0,14-9,3.38
P. Hodge,0.1,3,3,3,0,0,1,10-6,5.71
G. Hollowell,0.2,2,1,1,0,0,1,12-10,1.42
