player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Y. Diaz,4,1,2,0,0,0,0,.249,.297,.401
J. Caballero,4,0,1,1,0,0,2,.260,.333,.385
C. Morel,3,0,0,0,0,0,0,.204,.286,.336
J. Lowe,1,0,0,0,0,0,0,.300,.333,.500
J. Caminero,4,0,1,0,0,0,2,.235,.265,.412
B. Lowe,4,1,1,0,0,0,0,.218,.274,.358
D. Jansen,2,1,1,2,1,1,0,.186,.331,.299
C. Simpson,0,0,0,0,0,0,0,.290,.316,.333
C. Mead,4,0,1,0,0,0,1,.175,.243,.190
T. Walls,4,0,0,0,0,0,1,.191,.280,.235
K. Misner,2,0,0,0,0,0,2,.238,.284,.400
J. Aranda,1,0,0,0,0,0,1,.309,.394,.504
B. Rortvedt,1,0,0,0,0,0,0,.094,.186,.113
