player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,5,0,1,0,0,0,3,.320,.393,.400
B. Witt Jr.,4,0,0,0,0,0,1,.240,.321,.320
V. Pasquantino,4,0,0,0,0,0,2,.167,.286,.500
T. Tolbert,0,1,0,0,0,0,0,.000,.000,.000
S. Perez,4,0,0,0,0,0,1,.208,.240,.333
M. Massey,4,1,2,1,0,0,1,.273,.292,.364
M. Garcia,0,0,0,0,0,0,0,.353,.421,.824
H. Renfroe,4,0,0,0,0,0,4,.111,.238,.167
C. Biggio,3,0,1,1,0,0,0,.250,.308,.250
F. Fermin,4,0,0,0,0,0,0,.000,.000,.000
K. Isbel,3,0,0,0,0,0,2,.133,.133,.200
M. Canha,0,0,0,0,0,1,0,.333,.556,.500
