player,ip,h,r,er,bb,k,hr,pc_st,era
G. Crochet,5.0,4,1,1,2,6,1,89-54,2.02
G. Whitlock,2.0,2,2,2,1,3,0,32-20,3.66
J. Slaten,1.0,3,2,2,0,0,0,19-15,6.57
L. Hendriks,1.0,0,0,0,0,1,0,8-5,3.00
