player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Butler,4,0,1,1,0,1,2,.286,.388,.429
B. Rooker,5,0,0,0,0,0,1,.200,.216,.440
T. Soderstrom,3,2,2,2,2,1,0,.381,.435,.857
S. Langeliers,4,0,1,0,0,0,1,.250,.368,.531
J. Bleday,4,0,1,0,0,0,0,.175,.298,.200
M. Andujar,4,1,1,0,0,0,0,.290,.353,.323
J. Wilson,4,1,2,0,0,0,0,.366,.366,.561
M. Schuemann,0,0,0,0,0,0,0,.111,.111,.111
G. Urshela,3,0,0,0,0,0,1,.103,.133,.138
S. Brown,1,0,0,0,0,0,1,.154,.389,.154
L. Urias,0,0,0,0,0,0,0,.273,.333,.545
M. Muncy,4,0,2,1,0,0,0,.152,.176,.303
