player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
G. Perdomo,5,2,4,3,0,1,1,.292,.400,.475
C. Carroll,6,1,2,3,0,0,2,.281,.344,.575
R. Grichuk,5,0,1,1,0,0,0,.216,.273,.373
P. Smith,1,0,0,0,0,0,0,.313,.450,.575
E. Suarez,5,1,0,0,0,0,2,.189,.275,.475
J. Naylor,4,1,1,1,0,1,1,.304,.380,.472
L. Gurriel Jr.,3,1,0,0,0,2,1,.208,.238,.392
T. Tawa,4,1,1,1,0,0,1,.190,.293,.460
G. Hampson,1,2,0,0,0,2,0,.179,.378,.179
A. Thomas,2,0,1,0,0,0,0,.302,.344,.419
J. Herrera,4,2,2,2,0,0,1,.162,.225,.270
G. Moreno,0,0,0,0,0,0,0,.244,.333,.280
