player,ip,h,r,er,bb,k,hr,pc_st,era
S. Burke,6.0,3,0,0,0,3,0,73-49,0.00
P. Murfee,1.0,0,0,0,0,3,0,19-10,0.00
J. Leasure,0.2,1,0,0,1,0,0,16-7,0.00
M. Clevinger,0.1,0,0,0,1,1,0,15-8,0.00
C. Booser,1.0,1,1,1,0,3,1,18-12,9.00
