player,ip,h,r,er,bb,k,hr,pc_st,era
C. Rodon,5.2,3,4,4,3,8,2,100-62,5.48
M. Leiter Jr.,0.2,1,1,0,0,1,0,20-14,4.26
I. Hamilton,1.0,0,0,0,2,2,0,25-14,6.00
T. Hill,1.2,0,0,0,0,3,0,19-15,3.68
