player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,4,0,1,0,0,0,1,.293,.340,.435
V. Guerrero Jr.,3,0,0,0,0,1,0,.287,.389,.425
D. Varsho,4,1,1,0,0,0,0,.229,.264,.646
G. Springer,3,0,0,0,0,1,2,.265,.377,.463
A. Barger,2,0,0,0,0,0,1,.243,.303,.429
M. Straw,1,0,0,0,0,0,0,.307,.333,.400
Y. Garcia,0,0,0,0,0,0,0,.000,.000,.000
J. Hoffman,0,0,0,0,0,0,0,.000,.000,.000
A. Santander,0,0,0,0,0,1,0,.187,.270,.316
E. Clement,3,1,1,1,0,1,1,.267,.297,.350
N. Lukes,2,0,0,0,0,0,0,.257,.354,.414
T. Heineman,1,0,0,0,0,1,1,.386,.404,.545
A. Kirk,1,0,1,1,0,0,0,.280,.304,.379
M. Stefanic,3,0,0,0,0,0,1,.250,.250,.250
