player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Butler,6,0,1,1,0,0,1,.246,.311,.406
B. Rooker,5,2,1,0,0,0,1,.241,.308,.483
T. Soderstrom,5,1,1,0,0,0,2,.279,.344,.515
M. Andujar,3,0,0,1,0,0,0,.315,.351,.427
M. Schuemann,0,0,0,0,0,0,0,.233,.281,.367
S. Brown,1,0,1,0,0,0,0,.229,.357,.371
G. Urshela,0,0,0,0,0,0,0,.227,.269,.352
S. Langeliers,3,1,1,2,1,2,0,.226,.295,.443
J. Bleday,4,2,1,0,0,2,1,.226,.331,.387
J. Wilson,6,0,3,3,0,0,0,.341,.364,.452
N. Kurtz,4,1,1,0,0,1,0,.275,.311,.325
L. Urias,4,0,3,0,0,0,0,.277,.364,.508
