player,ip,h,r,er,bb,k,hr,pc_st,era
R. Pepiot,6.0,9,6,6,2,8,2,102-70,4.91
H. Bigge,1.0,1,1,1,0,1,1,17-14,4.50
M. Englert,1.0,1,0,0,1,2,0,24-14,3.00
M. Rodriguez,1.0,1,0,0,0,0,0,15-11,2.35
