player,ip,h,r,er,bb,k,hr,pc_st,era
B. Wilson,2.2,5,1,1,3,2,0,55-30,4.30
B. Eisert,1.0,3,1,1,0,1,0,22-13,5.23
P. Murfee,0.1,2,1,1,1,0,0,19-9,9.64
S. Wilson,1.0,0,0,0,0,2,0,17-9,0.00
J. Leasure,1.0,1,1,1,1,0,1,13-8,4.15
C. Booser,0.2,1,2,2,1,1,1,18-10,3.72
J. Shuster,1.1,0,0,0,0,1,0,22-13,0.00
