player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,4,0,0,0,0,0,1,.285,.317,.358
V. Guerrero Jr.,4,1,2,0,0,0,0,.275,.362,.425
A. Santander,3,1,0,0,0,1,0,.174,.257,.306
A. Roden,0,0,0,0,0,0,0,.181,.256,.264
G. Springer,1,2,1,1,1,2,0,.314,.423,.523
A. Kirk,4,0,3,2,0,0,0,.260,.287,.354
D. Varsho,0,1,0,0,0,0,0,.300,.462,.900
T. Heineman,0,0,0,0,0,0,0,.448,.467,.655
A. Barger,4,0,0,0,0,0,2,.152,.200,.242
E. Clement,4,0,0,0,0,0,1,.218,.253,.256
M. Straw,2,0,0,0,0,0,0,.292,.333,.417
N. Lukes,2,0,1,2,0,0,1,.268,.354,.366
A. Gimenez,4,0,2,0,0,0,0,.177,.266,.292
