player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,1,1,0,0,0,1,.348,.400,.522
J. Ramirez,4,0,2,0,0,0,1,.294,.350,.588
K. Manzardo,3,0,0,1,0,0,1,.250,.333,.700
C. Santana,3,1,2,0,0,1,0,.261,.308,.348
N. Jones,4,0,2,0,0,0,0,.200,.294,.333
L. Thomas,4,0,0,1,0,0,0,.143,.182,.143
B. Naylor,2,0,0,0,0,0,2,.118,.167,.118
J. Noel,1,0,0,0,0,0,0,.111,.182,.111
B. Rocchio,1,0,0,0,0,0,1,.188,.278,.188
G. Arias,4,0,1,0,0,0,1,.316,.333,.526
D. Schneemann,2,0,0,0,0,0,1,.125,.364,.500
J. Rodriguez,1,0,0,0,0,0,1,.000,.000,.000
A. Hedges,0,0,0,0,0,0,0,.333,.500,1.333
