player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,4,2,2,0,0,1,0,.308,.357,.308
J. Hurtubise,0,0,0,0,0,0,0,.000,1.000,.000
M. McLain,3,4,2,3,1,1,1,.313,.389,.938
E. De La Cruz,5,4,4,7,2,0,0,.438,.471,.875
G. Lux,3,0,1,1,0,1,0,.231,.333,.308
B. Dunn,1,0,0,0,0,0,0,.250,.250,.250
J. Candelario,5,0,1,0,0,0,4,.267,.353,.267
C. Encarnacion-Strand,2,1,0,0,0,1,1,.286,.375,.571
S. Espinal,1,0,0,0,0,0,0,.286,.375,.286
S. Steer,5,0,1,2,0,0,0,.083,.083,.083
J. Fraley,5,1,1,1,0,0,0,.083,.083,.083
J. Trevino,4,2,2,0,0,0,2,.222,.300,.222
