player,ip,h,r,er,bb,k,hr,pc_st,era
M. Mikolas,5.1,4,1,1,1,5,1,69-48,4.35
S. Matz,1.2,0,0,0,0,1,0,20-12,1.35
P. Maton,1.0,1,0,0,1,1,0,16-9,3.38
J. King,1.0,0,0,0,0,1,0,11-7,4.97
