player,ip,h,r,er,bb,k,hr,pc_st,era
E. Rodriguez,4.0,6,4,4,1,3,1,64-42,9.00
B. Hudson,1.0,0,0,0,2,2,0,30-13,0.00
E. Peguero,1.1,4,4,4,1,0,1,41-25,10.80
G. Anderson,2.2,4,3,3,1,2,0,48-29,10.13
