player,ip,h,r,er,bb,k,hr,pc_st,era
K. Senga,6.0,6,2,2,2,5,0,96-58,1.26
H. Brazoban,1.0,3,1,1,0,1,0,19-13,1.65
R. Garrett,1.0,1,0,0,0,1,0,9-7,0.00
R. Stanek,0.1,2,2,2,0,0,0,13-9,2.79
A.J. Minter,0.1,1,0,0,0,0,0,10-5,1.69
