player,ip,h,r,er,bb,k,hr,pc_st,era
S. Arrighetti,6.0,1,1,1,2,5,0,87-51,1.50
B. King,1.0,0,0,0,0,2,0,13-8,0.00
B. Abreu,1.0,0,0,0,1,2,0,19-11,0.00
J. Hader,1.0,0,0,0,1,0,0,14-8,4.50
