player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Carroll,5,1,3,0,0,0,1,.282,.391,.641
G. Perdomo,3,0,0,1,0,1,0,.314,.341,.457
P. Smith,3,0,2,1,0,0,1,.350,.458,.500
R. Grichuk,2,0,0,0,0,0,1,.278,.350,.500
J. Naylor,3,1,1,0,0,1,1,.278,.381,.361
L. Gurriel Jr.,4,0,0,0,0,0,2,.179,.200,.385
E. Suarez,4,0,0,0,0,0,1,.176,.317,.647
A. Thomas,4,0,1,1,0,0,2,.381,.391,.571
J. Herrera,3,2,2,1,1,0,1,.300,.364,.600
J. McCarthy,1,0,0,0,0,0,0,.000,.091,.000
G. Moreno,0,0,0,0,0,0,0,.292,.370,.292
G. Hampson,1,0,0,0,0,1,0,.143,.455,.143
T. Tawa,1,0,0,0,0,0,1,.250,.400,.250
