player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Doyle,6,0,1,0,0,0,0,.226,.273,.258
E. Tovar,5,1,3,0,0,1,2,.207,.233,.310
R. McMahon,4,0,1,1,0,0,1,.222,.241,.259
H. Goodman,5,0,0,0,0,0,1,.269,.345,.615
M. Toglia,4,1,2,0,0,1,2,.148,.207,.185
K. Farmer,4,0,2,1,0,0,1,.333,.350,.444
T. Freeman,1,1,0,0,0,0,1,.000,.286,.000
J. Stallings,3,0,1,0,0,1,1,.182,.250,.182
N. Martini,0,0,0,0,0,1,0,.313,.389,.313
A. Chivilli,0,0,0,0,0,0,0,.000,.000,.000
J. Bird,0,0,0,0,0,0,0,.000,.000,.000
J. Beck,4,0,1,1,0,1,3,.176,.300,.176
M. Moniak,4,0,0,0,0,1,2,.273,.333,.727
