player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,0,1,0,0,0,0,.329,.390,.453
D. Schneemann,3,0,0,0,0,0,1,.263,.344,.513
W. Wilson,1,0,0,0,0,0,1,.174,.269,.174
J. Ramirez,2,2,1,0,0,2,0,.289,.356,.472
C. Santana,2,1,0,1,0,2,1,.223,.323,.331
K. Manzardo,4,0,2,1,0,0,1,.218,.315,.476
B. Naylor,3,1,0,0,0,1,2,.189,.284,.379
G. Arias,4,0,2,3,0,0,2,.271,.324,.426
N. Jones,2,0,0,0,0,0,0,.152,.271,.283
A. Martinez,1,1,0,0,0,1,1,.300,.319,.411
W. Brennan,2,0,0,0,0,0,0,.000,.000,.000
J. Noel,2,0,0,0,0,0,1,.160,.190,.267
