player,ip,h,r,er,bb,k,hr,pc_st,era
G. Marquez,3.0,7,7,5,3,1,0,82-51,8.78
A. Chivilli,1.0,4,3,3,0,1,2,35-23,5.06
J. Bird,2.0,2,1,1,0,2,0,39-26,1.98
Z. Agnos,1.0,0,0,0,0,2,0,20-12,1.50
T. Kinley,1.0,2,1,1,0,1,0,20-15,7.50
S. Halvorsen,1.0,0,0,0,1,0,0,14-7,3.50
