player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Simpson,5,0,0,0,0,0,1,.300,.349,.325
Y. Diaz,3,0,1,0,0,1,0,.254,.301,.393
C. Morel,3,0,0,0,0,0,1,.235,.316,.412
J. Caminero,4,0,0,0,0,0,1,.257,.292,.469
B. Lowe,3,0,0,0,0,1,0,.215,.254,.327
D. Jansen,1,0,0,0,0,2,0,.159,.303,.238
T. Jankowski,1,0,0,0,0,0,0,.333,.333,.500
C. Mead,3,0,1,0,0,0,0,.139,.238,.167
K. Misner,1,0,1,0,0,0,0,.320,.369,.560
J. Caballero,1,0,0,0,0,1,0,.237,.328,.390
J. Aranda,2,0,1,0,0,0,0,.299,.398,.529
T. Walls,4,0,0,0,0,0,1,.155,.247,.197
