player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Garcia,3,0,1,1,0,1,1,.301,.371,.482
B. Witt Jr.,4,0,0,0,0,0,0,.303,.371,.508
S. Perez,4,0,2,0,0,0,0,.223,.259,.331
M. Canha,2,0,1,0,0,0,1,.275,.356,.314
K. Isbel,1,0,0,0,0,0,1,.270,.278,.432
V. Pasquantino,4,0,1,0,0,0,1,.222,.268,.373
C. Biggio,0,0,0,0,0,0,0,.177,.311,.242
H. Renfroe,4,1,1,0,0,0,0,.179,.233,.232
F. Fermin,3,0,0,0,0,1,1,.238,.281,.286
M. Massey,4,0,1,0,0,0,0,.204,.224,.276
D. Blanco,2,0,1,1,0,0,1,.333,.333,.667
D. Waters,1,1,1,0,0,0,0,.271,.310,.393
