player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,1,1,1,1,0,0,.248,.312,.424
W. Adames,4,1,2,0,0,0,1,.218,.298,.306
W. Flores,4,1,2,1,0,0,2,.239,.289,.434
B. Wisely,0,0,0,0,0,0,0,.000,.000,.000
M. Chapman,4,0,1,0,0,0,0,.200,.353,.373
M. Yastrzemski,4,0,2,1,0,0,1,.284,.387,.516
L. Matos,3,0,0,0,0,0,1,.146,.167,.244
J. Lee,1,0,0,0,0,0,0,.316,.372,.521
D. Villar,2,0,0,0,0,1,0,.222,.364,.333
L. Wade Jr.,1,0,0,0,0,0,0,.123,.250,.235
P. Bailey,3,0,0,0,0,1,0,.155,.209,.226
C. Koss,4,0,1,0,0,0,0,.222,.276,.222
