player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Carroll,5,2,2,3,2,1,0,.327,.404,.693
G. Perdomo,6,0,1,0,0,0,1,.267,.374,.419
P. Smith,2,0,0,0,0,2,1,.383,.500,.733
R. Grichuk,1,0,0,0,0,0,0,.276,.344,.483
J. Barrosa,0,0,0,0,0,0,0,.000,.000,.000
J. Naylor,4,0,0,0,0,1,1,.326,.400,.522
L. Gurriel Jr.,5,0,1,0,0,0,0,.172,.194,.345
E. Suarez,5,1,1,0,0,0,1,.155,.260,.405
A. Thomas,5,2,2,0,0,0,0,.279,.338,.393
T. Tawa,3,0,2,1,0,2,1,.242,.366,.576
J. Herrera,2,1,0,1,0,1,0,.120,.214,.240
G. Moreno,2,0,0,0,0,0,0,.214,.313,.232
