player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Turang,2,0,1,0,0,0,1,.315,.370,.403
V. Capra,2,0,0,0,0,0,0,.065,.120,.130
J. Chourio,4,0,0,0,0,0,1,.255,.269,.475
C. Yelich,4,0,0,0,0,0,2,.212,.323,.372
W. Contreras,3,0,1,0,0,0,0,.252,.364,.351
E. Haase,1,0,0,0,0,0,1,.286,.348,.476
S. Frelick,2,0,1,0,0,1,0,.307,.392,.412
D. Cameron,1,0,0,0,0,0,0,.000,.200,.000
R. Hoskins,4,0,0,0,0,0,1,.264,.387,.385
I. Collins,2,0,1,0,0,1,1,.275,.356,.450
J. Ortiz,3,0,0,0,0,0,1,.191,.258,.218
C. Durbin,3,0,1,0,0,0,0,.250,.333,.364
