player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Carroll,6,0,2,1,0,0,3,.321,.394,.643
G. Perdomo,5,1,2,1,0,0,1,.324,.425,.500
P. Smith,2,0,1,0,0,1,0,.408,.500,.735
R. Grichuk,2,2,2,2,0,0,0,.296,.367,.519
J. Naylor,4,2,2,0,0,1,0,.333,.414,.573
L. Gurriel Jr.,5,2,2,3,1,0,1,.162,.190,.351
T. Tawa,0,0,0,0,0,0,0,.211,.333,.421
E. Suarez,5,1,1,4,1,0,1,.153,.265,.444
G. Moreno,5,1,1,0,0,0,1,.234,.333,.255
J. McCarthy,4,1,0,0,0,1,1,.081,.186,.108
G. Hampson,3,0,0,0,0,0,1,.150,.370,.150
A. Thomas,2,1,2,0,0,0,0,.311,.373,.467
