player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
K. Carpenter,3,0,0,0,0,1,1,.278,.309,.503
G. Torres,1,0,0,0,0,0,0,.281,.363,.432
J. Malloy,4,0,0,0,0,0,2,.193,.337,.277
A. Baddoo,1,0,0,0,0,0,0,.154,.214,.231
Z. McKinstry,3,0,0,0,0,0,0,.284,.365,.419
A. Ibanez,1,0,0,0,0,0,0,.246,.329,.377
R. Greene,3,3,1,0,0,2,2,.287,.343,.532
S. Torkelson,2,1,2,1,0,2,0,.249,.357,.532
C. Keith,3,1,1,1,0,0,0,.225,.338,.367
D. Dingler,4,0,2,1,0,0,0,.299,.324,.463
T. Sweeney,2,0,0,1,0,1,1,.242,.303,.350
J. Baez,3,0,1,1,0,0,1,.284,.322,.468
